,Unnamed: 0,age,comment,likes/views,link,promo,user
449,449,MAY 12,"I was touched when Melinda decided to write about my mother and my grandmother in her new book, The #MomentofLift. They were both tremendous role models for my sisters and me. I will always be grateful to my mom for instilling in us a love of reading and learning early on. Happy #MothersDay to all of the mothers out there -- and especially to my children’s role model, @melindafrenchgates.","91,659 likes",/BxXjXfRgLoK/,1,thisisbillgates
453,453,APRIL 24,"Looking forward to seeing a familiar face on tonight’s episode of @thedailyshow! Tune in to see @melindafrenchgates talk about her new book, The #MomentofLift.","113,349 likes",/Bwp-m5KAE72/,1,thisisbillgates
454,454,APRIL 23,"@melindafrenchgates’s new book is out today. Melinda writes that one of the most important things she has learned in her work is that you must “let your heart break; it’s the price of being present to someone who is suffering.” Your heart will break more than once when you read this book. But more often, you will be enlightened and inspired. I know I certainly was! #MomentofLift","257,724 likes",/BwmdHybAQ2I/,1,thisisbillgates
457,457,APRIL 9,I would say this even if I weren’t married to the author: @melindafrenchgates’ new book The #MomentofLift is a terrific read. Melinda combines her mastery of data with her ability to tell powerful stories about the women who have impacted her life. I’m confident you’ll finish the book feeling enlightened and inspired. Download a free excerpt using the link in my bio.,"86,163 likes",/BwCy-j_AUGf/,1,thisisbillgates
460,460,MARCH 7,"Tomorrow is International Women's Day — a day when we celebrate the progress made by and for women. To celebrate, @melindafrenchgates is sharing a chapter from her new book, “The Moment of Lift,” about the lessons she’s learned from women around the world (link in bio).","173,583 likes",/BuuAfqTgIbH/,1,thisisbillgates
467,467,JANUARY 8,I recently visited @harvard to learn more about robotics research. I saw some surprising inventions that challenge what we think of as robots. I wore one robot like a glove. Another you could pull on like a pair of pants. These incredible creations are powerful examples of the exciting innovation underway in the field of robotics. You can read more about them on my blog (link in bio).,"202,017 likes",/BsYsNg9n8Cz/,1,thisisbillgates
468,468,"DECEMBER 22, 2018",Looking for a last-minute gift? You can’t go wrong with one of these books.,"243,425 likes",/BrsicJNH5Dh/,1,thisisbillgates
471,471,JUNE 6,Got a chance to scout some of the cool tech at the first #reMARS event. @haptx_inc @rivianofficial @harvardseas @wyssinstitute,"328,581",/ByYP-VJH01p/,1,jeffbezos
472,472,JUNE 5,Leo’s story is amazing and so is his mom. #AmazonFutureEngineer,"40,937 likes",/ByWs6_on3CA/,1,jeffbezos
473,473,JUNE 5,"Amazon #reMARS is all about bringing the best and brightest together, so it’s fitting that I got to meet Leo — one of the first 100 recipients of the #AmazonFutureEngineer scholarship. I have no doubt Leo is going to be an inventor of tomorrow.","147,493",/ByWlgnHH6cy/,1,jeffbezos
475,475,MAY 22,Great annual shareholder meeting today. #Amazon,"250,173",/Bxy3NotHvAT/,1,jeffbezos
478,478,MAY 15,"At the Statue of Liberty, where my dad’s being honored with a Liberty Star as part of the new museum’s opening. When he came here from Cuba at the age of 16, not only was he all alone, but he only spoke Spanish. His grit, determination, and optimism are inspiring. #StatueofLibertyMuseum","499,503",/BxgQaxTna71/,1,jeffbezos
479,479,MAY 14,"We’re investing $1.5 billion in our new air hub to get you your packages faster. Three million square feet, and it’s going to create 2,000 jobs. And if you’re guessing that driving a front loader was fun, you’re right! #amazon #prime","101,275 likes",/BxdSxdbHxre/,1,jeffbezos
481,481,MAY 9,"Blue Origin is building the infrastructure needed to unleash the next generation of dreamers. I met these young people today, and the future is in great hands. #BlueMoon @clubforfuture","32,535 likes",/BxQsLbwnh4k/,1,jeffbezos
482,482,MAY 2,#Regram @BlueOrigin: Congrats to the whole @BlueOrigin team on the fifth flight of this particular New Shepard vehicle. It’s another big step in demonstrating operational reusability. #LaunchLandRepeat,"108,267",/Bw-z8_fnicM/,1,jeffbezos
483,483,APRIL 30,"We launched the Bezos Day One Fund with a commitment of $2 billion and focus on two areas: funding existing non-profits that help homeless families (Day 1 Families Fund), and creating a network of new, non-profit tier-one preschools in low-income communities (Day 1 Academies). Last fall we made the first Families Fund donations to 24 organizations across 16 states totaling $97.5 million.

Thanks to Mike George, who started his role as president in January, we’re also making good progress on Day 1 Academies, applying a beginners mind as we lay the foundation. Mike has met dozens of leaders in early childhood education, including Ray Girn of Higher Ground, Sara Cotner of Montessori For All, Richard Barth of KIPP, Mira Debs at Yale, Sep Kamvar at the Wildflower Schools, Angeline Lillard from the University of Virginia, and Catherine McTamaney from Vanderbilt, just to name a few (and a big thank you to these folks – and countless others – for their wisdom and passion!). Mike’s also spending time observing and learning at Montessori pre-schools. Yesterday he was in Austin at Magnolia Montessori for All. Also, we’ve started our search for key positions, including Head of Education, Head of Technology, and others (link in bio). Excited by the progress and the team of missionaries that will join us to create education opportunities for many thousands of children in underserved communities.","53,717 likes",/Bw5PeCvnZ1-/,1,jeffbezos
486,486,FEBRUARY 3,"Grateful for the journalists at the @washingtonpost and around the world who do the work, no matter the risk or dangers they face.
#democracydiesindarkness #SuperBowlAd","205,820",/BtcZKheF7tC/,1,jeffbezos
487,487,JANUARY 23,"A perfect day. New Shepard has now racked up 10 consecutive successful launches, 9 consecutive successful booster landings, 3 consecutive successful escape tests, and 11 consecutive successful crew capsule landings (including a pad escape). Today’s mission was the 4th flight of this particular tail number -- all with minimal refurbishment between flights. Step by step, we’re getting close to human flight. And all of this learning is being incorporated into New Glenn too. I did wear my lucky boots today, but I’m pretty sure it’s actually the incredible @BlueOrigin team. #GradatimFerociter #NeverGetsOld","414,250",/Bs_PftuFwi3/,1,jeffbezos
488,488,JANUARY 1,"I have outstanding news to ring in 2019. Former Alexa VP & long-time Amazonian Mike George has agreed to lead the Day 1 Academies Fund. Mike is a true builder who knows how to start from scratch, and he’ll bring tremendous energy, grit, and passion to the job. Thank you, Mike!","23,780 likes",/BsHLzjkFnGw/,1,jeffbezos
490,490,"NOVEMBER 14, 2018","Stan Lee — 95 years old and cracking us all up while getting a tour of the Blue Origin crew capsule. We were honored to have him aboard. Rest in peace, Stan. What an amazing spirit you are.","666,219",/BqMEMJCld8r/,1,jeffbezos
491,491,"NOVEMBER 12, 2018","Had the privilege today of unveiling our newest Amazon Air 767 - ""Valor"" - named in honor of the thousands of Amazonian veterans and military spouses delivering for our customers every day. #VeteransDay #AmazonWarriors","378,905",/BqGR9XFFouS/,1,jeffbezos
492,492,"NOVEMBER 8, 2018",Slide from today's Amazon all-hands meeting. My Aussie teammates are clever.,"48,120 likes",/Bp7rW6MlkyA/,1,jeffbezos
493,493,"NOVEMBER 1, 2018","Yep, that’s me. I was lucky to be exposed to tech and coding at a young age. Inspired a lifelong love of invention. I hope the new Amazon Future Engineer program does the same for some kids today. (link in bio)","64,718 likes",/BppGA8hFv4R/,1,jeffbezos
494,494,1 HOUR AGO,"It’s almost showtime.
HOBBS & SHAW
AUGUST 2ND WORLDWIDE 🌍","644,241",/By053DPlxdb/,1,therock
496,496,8 HOURS AGO,"TONIGHT on @MTV.
You can feel the mana and power in the air ✊🏾
Got something big planned for you tonight when I receive my Generation Award and I showcase and merge my black and samoan cultures.
We bring it.
#MTVAwards
#GenerationAward🍿","2,051,020",/By0HgXBloZb/,1,therock
497,497,23 HOURS AGO,"My brothers.
These are some bad dudes and I appreciate greatly their efforts and sick talents as dancers.
They sure as hell made this big boy look good and repped our cultures strong 💪🏾✊🏾
#Steppers
#Siva
#MTVAwards
#IconGenerationAward
Tune in tomorrow night on @MTV","2,078,648",/ByygQOzlKc2/,1,therock
498,498,1 DAY AGO,"I have something very cool planned for my #MTVAwards ICON GENERATION AWARD.
It’s a privilege to be given this iconic award and its my honor to showcase and merge both my Samoan & Black cultures that I’m forever proud to be.
We bring it.
Tune in tomorrow (Mon) night on @MTV.
#MTVAwards
#IconGenerationAward
#ThisIsMe","835,238 likes",/ByyZDOTlhJv/,1,therock
499,499,1 DAY AGO,"You ain’t cheatin’ if you ain’t eatin’ 👊🏾🥞 Happy Father’s Day to all the papa bears holding their families and cheat meals down.
HOBBS & SHAW
AUGUST 2ND 🌍🍿","2,540,707",/ByyAJNKlyQg/,1,therock
501,501,3 DAYS AGO,"At least my 29yr old goals & visions were as sharp as my silly eyebrows 😂 in this 2001 @MTV interview.
This weekend I’ll have the privilege of being honored by MTV for the ICON GENERATION AWARD.
Shaking my head as I’m watching this kid talk about his long term goals in Hollywood, WWE and beyond.
In 2001 there was no “Hollywood blueprint” for a guy like me — a 6’5, 275lb half Samoan/ half Black pro wrestler with absurdly waxed eyebrows (Jesus Christ 🤦🏽‍♂️) with a southern accent.
I was and still am, a walking contradiction who was willing to open my mind like a sponge to learn, put in the hard work, take the big risks and eventually I figured out that the most powerful thing I could ever be to Hollywood and the world - is myself.
Regardless of the road you’re all on, be YOU and if a blueprint for your goals doesn’t exist - fuck it - create your own.
And for the love of all things cool, dudes please don’t wax your eyebrows like I did.
#IconGenerationAward
#MTVAwards
#ChaseGreatness
#NotEyebrows","5,394,547",/ByssktIFc8N/,1,therock
502,502,3 DAYS AGO,"War time.
Our new HOBBS & SHAW spot.
And allow me to reintroduce her @eizagonzalez handling business!
Big shout to my guy @badbunnypr delivering the bad ass gospel 🎶
Nothing is stronger than family.
HOBBS & SHAW
AUGUST 2ND 🌍","4,714,852",/ByqvfuwBhtF/,1,therock
503,503,4 DAYS AGO,"This one means a lot.
Box office revenues are cool, but the thing that really matters is the blessing to positively influence and impact generations along the way.
We’re gonna rock the house and the mana (and tequila;) will flow this Saturday night... #generationaward #mtv #tequilatime 🍿🥃","1,074,225 likes",/ByqFegtlaYo/,1,therock
504,504,5 DAYS AGO,"I never want to just play in the game.
I always want to change the way the game is played.
Raising the bar for season 5 for our @HBO’s BALLERS.
And on a personal irony note ~ it’s been quite humbling shooting these scenes amongst NFL teams because for years my #1 real life goal was to play in the NFL.
I failed and that dream never came true.
But over the years I realized that playing in the NFL was the best thing that NEVER HAPPENED for me because after I failed (and after a fun battle with depression 🤪) it created a relentless drive that defines who I am today.
#grateful #dreamsthatdontcometrue #onward","1,703,360 likes",/BynaKwblOWS/,1,therock
505,505,5 DAYS AGO,"For the biggest showdown the FAST & FURIOUS franchise has ever seen, I wanted to cast my legit family to play my brothers.
Proud of my cuz @romanreigns in his acting debut - awesome job.
He’s one of the nicest & kindest men you’ll ever meet.. but, if you’re an asshole he’ll rip your face off 😃🤦🏽‍♂️
#BrotherlyBond
HOBBS & SHAW
AUGUST 2ND 🌍","4,114,845",/BynMD54li72/,1,therock
508,508,JUNE 8,"A lil’ behind the scenes taste of the HOBBS & SHAW savagery that takes place in SAMOA.
This bludgeoning will be in the film, but unfortunately the scene where I bite the bad guy’s eye out and spit it on the dirt didn’t make it.
MPAA ratings board forbid us to show it because it was too violent.
True story.
Plus, anytime you see a Samoan in a fight wearing their Lava Lava (traditional fabric I’m wearing around my waist) you know the other person is getting fucked up 🤣
HOBBS & SHAW
AUGUST 2ND 🌎
#SamoanSmackdown
Much love and respect to my stuntman brother @rosskohnstam who commits with no pads, takes my spine buster and smacks his head on the earth like a fucking champ.","17,636,347",/Byd07bBFeM7/,1,therock
509,509,JUNE 8,"Allow me to reintroduce HER.
My ace, @vanessa__kirby.
For HOBBS & SHAW it was important to me that our female lead was the central driving force within our storyline.
Also crucial she had a sharp wit and bad ass skill set (MI6 operative) that rivaled the male characters in our movie.
Strong female characters are always important to me in anything I produce — and with HOBBS & SHAW we flipped the script and raised the bar for our females and the entire FAST & FURIOUS franchise.
Allow me to reintroduce HER.
#VanessaKirby
#HattieShaw
#LetsDance
HOBBS & SHAW
AUGUST 2ND 🌎","5,282,202",/BydtLr_lQVy/,1,therock
510,510,JUNE 8,"Thank ya EMMY’s.
I’m quite proud to have produced TITAN GAMES.
We had three goals for our show/
1: Deliver an electric & exciting show for the home audience.
2: Deliver for @NBC - became the networks highest rated Thursday night in years.
3: Create a platform that shines the light on inspiring and good quality human beings.
#foryourconsideration #emmys #titangames #nbc","2,422,191",/BycYgKvlLZO/,1,therock
512,512,JUNE 7,"Good day’s work on set of @hbo’s BALLERS.
My director, Chloe Domont and 1st AD, Gavin reviewing our shot list while I rehearse my scene and talk to myself on the phone like a crazy person.
I am crazy, but it keeps me from going insane.
Proud of this production crew - they’re working hard to deliver.
#ballers #coast2coast #hbo
@sevenbucksprod @daleverage","1,833,565 likes",/Byb8x42l1cD/,1,therock
513,513,JUNE 7,"Cool news announcing Spanish thriller filmmaker, Jaume Collet-Serra as my director for DC’s BLACK ADAM.
Jaume and I have worked together for the last two years making, DISNEY’S JUNGLE CRUISE - and I’ve been very impressed with his passion, work ethic, style, vision, tone and quality.
He’s hungry to break new ground with BLACK ADAM and give the fans something very cool and special.
I raise a double tequila 🥃 welcoming Jaume and can’t wait to bring to life the world’s anti-hero in black.
#DC
#JaumeColletSerra
#BlackAdam⚡️","642,636 likes",/Bybu0VzF3Xc/,1,therock
514,514,JUNE 7,"When art imitates life - I like to build stuff.
Great week of production on season 5 of our HBO’s BALLERS.
Good to be back with our hard working, exceptional production crew.
They’re all focused and working hard to deliver a GREAT season with a strong tone.
Get ready.
#ballers #season5 #hbo #IBuildThings
@sevenbucksprod @daleverage","2,667,951 likes",/BybEEBAl9Mt/,1,therock
515,515,JUNE 5,"I’m a gentleman who eats raw coffee grounds for breakfast and he’s an asshole who drinks tea.
And that’s why we can’t be friends.
HOBBS & SHAW
AUGUST 2ND the fun begins 🌎","5,285,363",/ByWbU6XF23W/,1,therock
516,516,JUNE 4,"Ear tequila - spectacular results!
In just over 72hrs, our new 🎧 are 100% sold out.
THANK YOU.
I don’t claim these new, first ever true in ear headphones designed for hardcore workouts (or any product I deliver to you) - will make you jump higher, run faster, add more muscle or lose more fat.
That’s all bullshit and not my style.
But I do however, 100% guarantee that these will provide you with the FOCUS required to achieve all your goals and more.
Thanks for your patience with the restock.
Happy Training.
#EarTequila
#UnderArmour
#ProjectRock","1,003,039 likes",/BySxDp0Fbat/,1,therock
521,521,2 DAYS AGO,"Today is the day !!! EndZone Pizza , open today bring the kids kids and come get some to eat , wings, subs , pizza , meatball @endzonepizzaky have it all !!! Your smile is our touchdown !!!!","5,568 likes",/ByuxuWQApsl/,1,realpacman24
529,529,MAY 6,"GO FOLLOW @cutthenetevents Experience the 🔥🔥 events of Summer 19” NO 🧢. Hit me, lets change the culture💯",181 likes,/BxIKogSF_HZ/,1,realpacman24
549,549,2 DAYS AGO,Secret Life Of Pets 2..... #NowPlaying ....Lets gooooooooo.... #InTheatersEverywhere,"129,465 likes",/Byu7BhLlbHJ/,1,kevinhart4real
555,555,3 DAYS AGO,Hart Of The City season 3,"1,799,510",/Bys_j-zlxbD/,1,kevinhart4real
567,567,5 DAYS AGO,#1 movie in box offices people!!!!!! Go see what all of the hype is about....Secret Life Of Pets 2 is sooooooo goooooooood!!!!! Go see it..... #NowPlaying,"173,640 likes",/Byluq_Uln5v/,1,kevinhart4real
595,595,JUNE 8,So excited the World Cup has kicked off!! Don’t forget to order your own Lloyd 10 🇺🇸 shirt. Link in bio https://cl10merchandise.myshopify.com/products/carli-lloyd-2019-world-cup-shirt 🆑🔟⚽️🏆,"43,191 likes",/Bydr0G2jAOH/,1,carlilloyd
596,596,JUNE 7,"4th World Cup. My story.

As I enter my 4th World Cup and reflect briefly on my journey, I could not have made it this far without my close family and friends as well as others who have supported me from day 1. It has not been an easy journey by any means but it’s taught me a lot. It’s taught me to fight and never give up. I’ve become a better wife, friend, sibling and person and eventually will instill those values in our future kids.
To my husband you have been my world. You have always believed in me. You have never complained once and have always encouraged me to best player and person I can be. I can’t thank you enough for all of your support through the ups and downs. I love you more than anything in the world and know you will be with me every step of the way.

Thank you to my family, my friends and ones who have been there from the start. I don’t often say it enough but you are part of this amazing journey. You are the ones I am playing for to end this last chapter. I love you all.","121,781",/ByaN9dWDzkA/,1,carlilloyd
597,597,JUNE 6,"What does #BecauseSheCan mean to me? It means never settling, always pushing forward, and blazing a path for the next generation of female leaders. Tell me your #BecauseSheCan story and learn more at healthyessentials.com/mls-us-soccer-partnership","68,160",/ByXnBrGDAQd/,1,carlilloyd
599,599,MAY 30,"Male athletes, female athletes ... we're one in the same. Presented by @visa_us. Full video on @playerstribune #ad","54,059",/ByGOYYbD-M_/,1,carlilloyd
601,601,MAY 29,"I’m so excited to announce my partnership with @yolkedfortetropin ! I’m proud to represent a brand that is committed to delivering cutting edge products made with safe, all-natural ingredients that help improve strength, speed and recovery. #GetYolked #YolkedPartner","12,470 likes",/ByDP_agD5Uh/,1,carlilloyd
603,603,MAY 27,"New goal celebration, who dis? 🤑#HuluHasLiveSports #TeamHuluSellouts #ad #boom","134,139",/Bx-MbY-jlbz/,1,carlilloyd
606,606,MAY 21,"🚨NEW T-SHIRT HAS DROPPED 🚨
Going for a 4th ⭐️ in 🇫🇷 this summer. ⚽️🆑🔟 #france #Worldcup2019
LINK IN BIO 👇🏼
https://cl10merchandise.myshopify.com/products/carli-lloyd-2019-world-cup-shirt","25,165 likes",/BxvuPdLj1uF/,1,carlilloyd
608,608,MAY 15,"I’m selling out for a cause with @hulu and you can too. Say ‘Hulu has live sports’ while juggling, add #HuluHasLiveSportsChallenge, and tag a friend! Hulu will donate $1 to the @NWSL_players for every post, up to $100k. You’re up @nicklachey @jennfredfox29 @davidvilla ! #HuluSellouts #ad","155,867",/BxfobezDGKl/,1,carlilloyd
610,610,MAY 12,Dream with us #justdoit 🔈: SOUND ON,"64,599",/BxXcG6TjX8A/,1,carlilloyd
612,612,MAY 10,Hulu's paying us lots and lots and lots of dollars to tell you that #HuluHasLiveSports. Watch us in the World Cup this summer - live on @hulu! #TeamHuluSellouts #HuluSellouts #ad 💵💵💵,"16,497 likes",/BxS_T6DDrmg/,1,carlilloyd
613,613,MAY 10,"Soccer has taught me more life lessons than I can count. Most importantly, it has taught me that I can achieve anything I set my mind to…Because I Can. For the next generation of female leaders – what is your #BecauseSheCan dream?","6,301 likes",/BxScLIxBxxJ/,1,carlilloyd
614,614,MAY 9,Having a dream won't change the world. Sharing one will. #justdoit,"30,828 likes",/BxPwibKB0UP/,1,carlilloyd
616,616,MAY 3,Last night at home with my husband before ✈️ tomorrow and we are celebrating the team announcement heading to 🇫🇷 with a @purastill! Let’s go 🇺🇸 🏆⚽️ #21+ #purastillpartner,"130,142",/BxBFUWfhDzP/,1,carlilloyd
618,618,APRIL 30,"As of today, I bleed red, white, blue, and GREEN. Because @hulu is paying me to 💵 #HuluHasLiveSports #TeamHuluSellouts #HuluSellouts #ad #obviously","191,229",/Bw5EpHsh1q0/,1,carlilloyd
623,623,JUNE 3,"Me and #sonnycat are big believers in helping #rescuecats find their forever homes. (That’s how we found each other!) This is why we are teaming up with @worldsbestcatlitter and posing for this photo…we want the world to know we #Giveacrap. Comment below with #Giveacrap and @worldsbestcatlitter will donate 1 pound of cat litter to hardworking shelters as part of their 2019 #GiveLitter campaign. Let’s get some litter to those shelters people! Share and comment! Thank you! (Btw, on a separate note, this cat litter is awesome. And, I legit needed three band-aids after this photo shoot. Cat claws are no joke.) #sponsored","217,723 likes",/ByQMSgdnuXc/,1,msjennafischer
627,627,MAY 23,"Memorial Day Weekend is almost here, and the BBQ is fired up! #ad I’m ready for my guests to arrive. Mixed up some ‘Merica Mules using @SmirnoffUS Red, White & Berry 😉🇺🇸This bottle only comes around once a year, so what are you waiting for?! Join me!! Link to recipe in my bio #MDW #RedWhiteandBerry","255,108 likes",/Bx0ERxqHPg2/,1,msjennafischer
631,631,MAY 7,"Pasadena Pancakes or Westport Waffles? Either way, Lena may have found the perfect look @jcpenney #ad","293,073",/BxKs1-ZnIUC/,1,msjennafischer
633,633,APRIL 26,"Guess who is in @people today! Our cat Sonny!!! After seeing this rascal on my Instagram they invited us to do a photo shoot for their Most Beautiful issue on newsstands today! (Crazy enough, this is not my first time appearing in People Magazine with a cat! My first cat, Andy, and I were in it many years ago...swipe to see.) Link to article about Sonny’s rescue story in bio! #crazycatlover makeup: @tamah_krinsky hair: @carlitos_hair styling: @mollyddickson photography: @mrmikerosenthal","385,625 likes",/BwuY_omn6ga/,1,msjennafischer
639,639,APRIL 20,Outtakes and deleted scenes from @splittinguptogether,"370,422",/BwfKIm3nKwx/,1,msjennafischer
656,656,APRIL 7,Only 3 shows left!! #MOTWTOUR,"469,942 likes",/Bv9cMqDh7b0/,1,justintimberlake
659,659,APRIL 1,My new @levis collection just dropped. Link up top 🔥,"506,548 likes",/BvuoHkBBCIT/,1,justintimberlake
663,663,MARCH 15,OAKLAND tonight! Last West Coast show of #MOTWTOUR,"405,310 likes",/BvDZG2yARlP/,1,justintimberlake
664,664,MARCH 14,"We started #MOTWTOUR one year ago last night. Happy anniversary, @thetnkids.... and thanks for celebrating with us Fresno 🙌 (volume up)","1,878,411",/Bu_0rSqAw89/,1,justintimberlake
666,666,MARCH 6,Brought @Levis to my hometown to shoot some spring stuff in the winter. Season 2 coming soon...,"3,377,680",/BurkEuCh_FG/,1,justintimberlake
668,668,MARCH 5,More of this tonight. See you in that #VZUp section Phoenix!! 📱📱📱,"1,161,775",/Buo6FlShCAF/,1,justintimberlake
669,669,1 DAY AGO,"Happy Father’s Day to Charles, one of our @ObamaFoundation Fellows, and all the dads at Fathers’ Uplift. Today, we’re celebrating fathers like these who provide a powerful example—not only for their kids, but for the rest of us, too.","1,454,647",/ByxefOVgVc2/,1,barackobama
674,674,MAY 23,"Great to get out there and take a few cuts at the plate yesterday—I had a blast with all these extraordinary young people. Thanks for letting me drop in and thanks to the Nationals Youth Academy for the outstanding work you do to support youth in DC.
Video: @natsacademy","3,156,541",/Bx0ZsdRAvmo/,1,barackobama
678,678,APRIL 30,"Today, we welcome the next 20 civic leaders as @ObamaFoundation Fellows. In every region of the world, these folks are already leading the way—instilling hope in disadvantaged communities, championing restorative justice, even growing food in the desert. Congratulations to the new class of Fellows. I'm excited to see the connections they'll make—and the lives they'll change. Obama.org/fellowship","1,594,375",/Bw4kqEIA6hg/,1,barackobama
684,684,APRIL 2,"Valerie is one of my oldest friends and a lifelong advisor – she was by my side when I first decided to run for office and for every major moment of the presidency. I’ve always been proud of Valerie and her extraordinary work to advocate for women, improve the lives of working families, and promote equality for all — but more than the policies she helped shape, I am proud of how she did the work. While Valerie was discovering her own sense of belonging, she was out there making sure other women knew they also deserved to be heard. “Finding My Voice” offers a rare look inside the presidency and a window into the life of a public servant who is dedicated to improving the lives of others. @ValerieBJarrett’s voice has often inspired me and I know her memoir will inspire others to lift their voices, too.","992,800 likes",/BvwR6IggVOO/,1,barackobama
685,685,MARCH 21,"Just in the nick of time: My brackets have never been my one shining moment, but here we go again. You can check out my #MarchMadness picks at Obama.org.","372,848 likes",/BvRqPs9ASFP/,1,barackobama
688,688,FEBRUARY 21,It’s up to all of us as citizens to make sure that the rules of democracy are fair—everywhere—because the next decade of our nation's progress is on the line. Join me and @allontheline in the fight against gerrymandering. Join the team today: allontheline.org,"891,064",/BuJ9g-sANHW/,1,barackobama
692,692,FEBRUARY 18,"Five years ago, I launched the My Brother’s Keeper initiative calling on all Americans to take action on behalf our nation’s boys and young men of color. It was a call to make sure every child felt valued, safe, and supported by their community—a call to help these young men in particular see hope and opportunity in their future.

We’ve come a long way in those five years. Today, as part of the @ObamaFoundation, the @MBK_Alliance consists of nearly 250 communities working to break down barriers that too often leave boys and young men of color at a disadvantage. And tomorrow in Oakland, I’ll join the My Brother’s Keeper community to mark the progress we’ve made and chart the course ahead at a celebration we’re calling MBK Rising!

In the lead-up to the event, and in honor of Black History Month, I wanted to share a nonfiction reading list that can help to provide some essential context about the challenges that many people of color face every day. From modern memoirs to cornerstones of the American narrative, these works can help us better understand our country’s past and our evolving, persistent struggles with race—and they can be fuel on our journey toward a more fair and just future for all of our sons and daughters. They certainly are for me.

I hope you’ll take some time to read some of these books, letters, and articles. And tomorrow, I hope you’ll follow along with MBK Rising! at Obama.org/mbka.

The Warmth of Other Suns by Isabel Wilkerson
Stamped from the Beginning by Ibram X. Kendi
Just Mercy: A Story of Justice and Redemption by Bryan Stevenson
A Stone of Hope: A Memoir by Jim St. Germain with Jon Sternfeld
The Upshot from The New York Times: Extensive Data Shows Punishing Reach of Racism for Black Boys
The Fire Next Time by James Baldwin
The Letter from Birmingham Jail by Martin Luther King, Jr.
Frederick Douglass: Prophet of Freedom by David W. Blight","766,785 likes",/BuCScRvgds6/,1,barackobama
694,694,2 DAYS AGO,"Whenever I’m meditating or trying to calm my nerves, I put on the Beast Mode playlist to really make me feel at peace…@Spotify truly has a playlist for any mood I'm in #SpotifyPartner bit.ly/ST_O_IGV","3,684,564",/ByvihixhT1_/,1,sophiet
695,695,2 DAYS AGO,I’m on my first Vogue cover and I’ve never been more honored. Thank you so much to @voguechina for having me and @angelica_cheung for dealing with me and my migraines! I’m beyond honored and excited ♥️♥️♥️,"1,805,408 likes",/ByvYWSVhGl9/,1,sophiet
696,696,JUNE 6,I love you all like family!!!! #darkphoenix 🔥,"1,020,696 likes",/ByYcDqJB7LZ/,1,sophiet
697,697,JUNE 4,Dark Phoenix premiere @wellahairusa #AskForWella #WellaHair #ad @wellahair #xmenmovies,"1,818,256 likes",/ByT3YYFhODi/,1,sophiet
698,698,JUNE 4,X-Men Fans! It all leads to this moment. #DarkPhoenix arrives in theaters Friday. Get your tickets now: DarkPhoenixTickets.com,"4,349,466",/ByTDcyVhnNw/,1,sophiet
699,699,MAY 31,My cover (and one of my favorite shoot days ever) for The Edit is out and I want to live in these clothes forever,"2,224,208 likes",/ByIRCKqBUUh/,1,sophiet
704,704,MAY 16,"You could join us at the Dark Phoenix premiere! We will fly you out, put you up in a hotel and we will help you figure out your mutant superpower. For your chance to win, go to omaze.com/sophie #onlyatomaze @omazeworld","5,722,730",/Bxh5b2vh7gg/,1,sophiet
705,705,MAY 11,How to change a tyre. With @vogue . Check it out on YouTube,"6,396,536",/BxWITNQlLYM/,1,sophiet
706,706,MAY 7,Want to be my plus-one at the Dark Phoenix premiere and hang with the X-Men cast? It’s all to support 4 incredible causes! Just click my bio link or go to omaze.com/sophie to enter. #onlyatomaze @omazeworld,"995,588 likes",/BxLEWYgB8Kj/,1,sophiet
708,708,APRIL 17,"When she loses control, bad things happen. #DarkPhoenix in theaters June 7","9,105,833",/BwXLN6lBAsg/,1,sophiet
713,713,APRIL 3,@wellahairusa getting my hair recharged and ready #ForTheThrone. 👑#AskForWella #WellaHair #ad @wellahair,"2,091,049 likes",/Bvz5_6cB2zV/,1,sophiet
714,714,MARCH 31,HARPERS @bazaaruk,"951,844 likes",/BvrtG9SBR4Y/,1,sophiet
715,715,MARCH 27,Time to recharge. ⚡️ @wellahairusa’s #INVIGO care line always keeps my #WellaHair refreshed and on point. 💁‍♀️ #AskForWella #INVIGOMoments #ad @wellahair,"1,129,977 likes",/Bvhbgt9Byg8/,1,sophiet
716,716,MARCH 26,"Rolling stone 📸 @nicolenodland
👗 @stricola 💄 @naokoscintu 💇‍♀️ @raphaelsalley ♥️ @maisie_williams","1,574,136 likes",/BvedlF8homg/,1,sophiet
718,718,MARCH 4,🎵Time tooooo say goodbyeeeeee🎵 @entertainmentweekly @gameofthrones,"1,858,810 likes",/BumRQjLB4Gq/,1,sophiet
719,719,5 HOURS AGO,"“Aren’t paws supposed to be rough” – this is a very common misconception. Paw pads are naturally thick, but they should not be overly dry. Like humans, dry & chapped skin is more prone to injury from splitting and cracking. Healthy, moisturized paws are flexible and actually allow for dogs to get a better grip. You can heal & mend dry paws FAST and SAFELY with all-natural #PawSoother from @naturaldogcompany. Works much better & faster than coconut oil!
.
⭐ SAVE 20% off @naturaldogcompany with code BABYLOVE at NaturalDog.com | worldwide shipping | ad 📷: @theproperpupper","19,106",/By0jTSlALJc/,1,babyanimalstagram
