,Unnamed: 0,age,comment,likes/views,link,promo,user
464,464,FEBRUARY 19,"The world keeps getting older, but Africa stays the same age. It sounds confusing, but it makes sense when you break it down.","437,966",/BuE3592AkBo/,0,thisisbillgates
465,465,FEBRUARY 12,"In our 2019 Annual Letter (link in bio), we wrote about the things that have surprised us over the years. Some worry us. Others inspire us. All of them are moving us to action. We hope they do the same for you, because that’s how the world gets better.","602,941",/BtyTqxAgwjZ/,0,thisisbillgates
466,466,JANUARY 25,"Wherever I am in the world, I always love talking with students. I was inspired by the energy of the community at Queen Mary University of London.","318,404 likes",/BtFwHKDHw8y/,0,thisisbillgates
469,469,1 DAY AGO,"Happy Father’s Day. You’re there for me always, and I feel it. I love you, Dad.","107,078 likes",/ByxrhphnRuf/,0,jeffbezos
470,470,7 DAYS AGO,My mom’s incredible story. Wow. So grateful. So proud. #Grit,"168,116",/Byi5oDynEzu/,0,jeffbezos
474,474,MAY 27,Grateful on this #MemorialDay to the fallen servicemen and women — and their families — for the ultimate sacrifice they made in defending and supporting our nation. The flag in the picture is on display on the factory wall at @BlueOrigin to remind us every day.,"28,007 likes",/Bx99vz6nOqi/,0,jeffbezos
476,476,MAY 21,"Thanks to the Make-A-Wish Foundation, I got the chance to meet Elijah and his family today. Elijah has a type of muscular dystrophy called Duchenne, and he’s been working to help find a cure. Elijah’s optimistic nature is one of his stand out characteristics, and it’s inspiring. Thanks for all the time today, @elijahjstacy!","160,698",/BxwD62uHfnW/,0,jeffbezos
477,477,MAY 16,My dad’s journey to the U.S. shows how people come together to help each other. We got a chance to celebrate him last night for the opening of the Statue of Liberty’s new museum. This is his story.,"56,351 likes",/BxhjwUxnQOS/,0,jeffbezos
480,480,MAY 12,"I’m lucky enough to call her my mom. She’s kind, patient, supportive, and has always encouraged me to stay curious. Happy Mother’s Day, Mom!","131,357",/BxXWOiCnRx3/,0,jeffbezos
484,484,APRIL 24,"John Connors has been my executive assistant for the last 19 years. He thinks ahead, sweats the details, and makes things fun. On this #AdministrativeProfessionalsDay, I want to say thank you. You’re a big reason I’m able to be so busy and not go nuts — in fact, you somehow even make it calm! Thank you, John!","119,492 likes",/Bwo92Hmn9yN/,0,jeffbezos
485,485,MARCH 19,"Thank you Festo, but bigger please.... I want to get on! #ThinkBig #MARS2019","768,718",/BvMNg8GFUD0/,0,jeffbezos
489,489,"NOVEMBER 20, 2018",Excited to announce the first annual grants from the Bezos Day 1 Families Fund. $97.5 million to 24 organizations doing needle-moving work on family homelessness. Congrats to the recipients – we know you’ll spend the money wisely and with heart. Link to the list of award recipients in bio.,"53,975 likes",/BqZ6IiyF8q3/,0,jeffbezos
495,495,6 HOURS AGO,"My “On my way out the door to get my morning workout in before work and my 3yr old Jazzy says Daddy can you put together this Barbie house please” look.
It’s a two story house. 🤦🏽‍♂️
Of course, I can sweetheart - daddy can do anything, but let’s get mommy because she’s awesome at this and wanted to personally put it together for you 😈","1,454,163 likes",/By0SGXwlvHr/,0,therock
500,500,2 DAYS AGO,"To my special fan, Nancy Benvenuto who’s INSPIRING US ALL in hospice ❤️

Things like this are never easy for anyone. Especially the family who sends me their requests for their loved ones in hospice. Nancy you sure are loved endlessly and you’re so special. And clearly you have AMAZING taste being my fan🤣Nancy I hope this whole thing makes you smile and I hope you can FEEL the MANA & ENERGY that we & the world are sending you. All my love, light & gratitude ~ DJ
#TeamBencat #TeamGRAMMY ❤️","9,817,907",/ByvaQCwFCY3/,0,therock
506,506,6 DAYS AGO,"WOW. Amazing job @heather12ooney! You’re an incredible artist and thank you so much for your beautiful and kind words below👇🏾👇🏾 and look forward to meeting you one day. Focus & effort! ・・・
After about 100 hours of drawing time on this portrait it is complete! Colored pencil drawing of the one and only @therock. An inspiration to people all over the world and a person who continually strives to empower the lives of others. For this portrait I referenced his recent headshot from his well-deserved cover of @time magazine as one the 100 most influential people. Wise words from @therock - “Success at anything will always come down to this: focus and effort, and we control both.” Drawing video is up on my YouTube channel - Link in bio!

Materials: @carandache Luminance pencils on @strathmoreart 500 series bristol.","5,880,730",/BykvNKsFoX-/,0,therock
507,507,JUNE 8,"Dear Olivia, who’s in hospice care ~ all my love & positive vibes to you❤️

I always get special requests from fans who are “in the fight”. They all move me to my core and especially, Olivia’s. She’s 65yrs old and a massive fan. In hospice care and staying so strong. I thought I’d send her this video to bring some smiles her way. I don’t know why things happen the way they do in life, but I do know we can always control our response and I’m sending all the love, light, strength and positive energy Olivia’s (and her family’s) way. And thank you guys our there for doing the same. Stay strong Olivia! DJ ❤️","13,928,861",/ByemrtFF-bf/,0,therock
511,511,JUNE 7,Awesome fan Q&A for our 1st HOBBS & SHAW preview. They LOVED our movie 👊🏾,"6,585,463",/BycCKpZFLyw/,0,therock
517,517,JUNE 3,Big success. 100% sold out 🎧🙏🏾💪🏾 #WeHandlePressure #BringIt,"9,542,735",/ByRNdnrFoNZ/,0,therock
518,518,JUNE 3,Love ya brother @JohnDavidWashington and see ya down the road. #ballers,"11,172,824",/ByQAaV7lW7s/,0,therock
519,519,1 DAY AGO,Just want to say thank you Jesus for these three kids . Made me a better man and person !!! Happy Father PAC #bestfatherintheworld #nocap love you’ll #daddylove,"8,821 likes",/Bywe_X1gSFo/,0,realpacman24
520,520,1 DAY AGO,🙏🙏🙏🙏🙏🙏 @endzonepizzaky the food was great thanks for having me !!!!!!,"5,432 likes",/BywF_fygQj6/,0,realpacman24
522,522,5 DAYS AGO,Thanks to city council ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️#smoke one cuz !!!!!!!,"22,453 likes",/Byn_VKrAKjT/,0,realpacman24
523,523,JUNE 6,Dayton oh in prayers !!!!!!!! Sometime you look at things and think it’s a joke until it hit home ...... Dayton my boi @jrodgmixx just bring 15000 waters tell me where we need to take 15000 more !!!!,"16,491 likes",/ByZCrAWAM4l/,0,realpacman24
524,524,MAY 30,🐐 🐐,"29,104",/ByGQnmLgSLg/,0,realpacman24
525,525,MAY 24,"I wasn’t just a number ,people don’t understand how much that means to a player, it meant the world to me!

Peter, my friend , my brother, we are locked in for life. We worked our ass off man. We showed the game what a powerful partnership & friendship look like! We got it done, our way! I thank you for all Schaffer!

Baby, My Tish, I hope you know how much I love you & thank God for you everyday , you’ve been my rock, my partner through all, you have kept me lifted when times got hard as hell, through every injury, every lost & victory, you have kept our family centered with peace & always with a smile when doing it all, thank you baby for your strength and unconditional love!
Mama, those genetics is a monster baby! Thank you for those strong ass legs & quick ass feet you gave me baby! You gave up your dream to have me & passed the baton to me, i hope I made you proud. I love you Mama!

Zaniyah, Triniti, & Jr, thank you for cheering Daddy on, thank you for understanding on the days Daddy couldn’t be there, you all are my world, and now it’s time for me to pass the baton & cheer you on, cause y’all up next, no cap!
To my city, Cincinnati I love you, they say home is where the heart is, you will forever have my heart. Thank you for all the love & support!

And To all my fans , I fucking love you for life! Y’all filled the stands, wrote the letters, stood in lines, cried for me & with me, celebrated & embraced the victories with me, y’all stayed down with your boy & I am forever grateful for the love.
I left my blood , sweat, & tears out on that field, and it was amazing! I hope you all enjoyed the show. Blessed , Thankful , & Content , that’s a great way to end a remarkable chapter!
Pac-Man Jones","10,830 likes",/Bx2ulAxA_sZ/,0,realpacman24
526,526,MAY 24,"How do I start my next chapter, well, I start by first turning the page and closing out one of the most thrilling chapters of my life. A chapter that started as just a dream from a kid from Boatrock. A dream that became a reality with the blessings of God Almighty ,hard work, the dedication to not give up and a village of prayer warriors surrounding me.
I stand tall & proud as I announce,  that this beautiful life changing ride that I have been on in the National Football League has come to an end, I’m officially hanging my cleats up, with no regrets!
How can I not be proud, 13 years in the game man, hell, I sometimes can’t believe it, but its real. I will forever be grateful for having the opportunity to do what I love for so many years, we climbed through the mud to get here , we broke barriers , we cried,  we laughed , we broke cycles , we broke records, we fell, but got the fuck back up, we lost some & double down and won the rest, we did what they said couldn’t be done, and I say we because with my family, my supporters, & my Almighty , we built this chapter of the story together.
I will forever love this game, and it’s a blessing to know the game loved me, real shit. I appreciate & thank everyone who played a role in my career. Every organization & coach I was blessed to play for, I am forever grateful for the opportunity’s & memories. My teammates , my brothers, I thank you, we had a fucking ball.  It was a honor to take the field with you all, we left our stain out there together. To every coach that played a part in molding me into the athlete that I am, you’ll never be forgotten. Coach Allen, Coach Gibby, Coach Fisher, Zim, Hugh, PG it was a honor to play for some of the best to do it.
Primetime thank you for your love & knowledge brother, Jerry Jones thank you for teaching me the business side of this game, Dave my brother you know what it is for life.
Coach Lewis &  Mr.Brown there will never be enough words to express how much love I got for you guys. Each of you, got to know the real me, you allowed me to be me , on my good days & bad, you had my back. You all showed me and my family, that love & loyalty does exist in this business ,","14,717 likes",/Bx2t5_fgG27/,0,realpacman24
527,527,MAY 12,Happy Mother’s Day to one of the best mama in the world happy Mother’s Day TISH,"3,289 likes",/BxXiF_0loUb/,0,realpacman24
528,528,MAY 12,"I just want to say thank you mama for building a savage , love you to the moon and back !!!! Jones",799 likes,/BxXhApNFhgj/,0,realpacman24
530,530,MAY 1,"It’s okay to listen sometimes, CIP @nipseyhussle !! H6OD Challenges are what make life interesting and overcoming them is what makes life meaningful."" You did that","5,859 likes",/Bw7MTeXFsni/,0,realpacman24
531,531,APRIL 25,"This day change my life forever.... so many people to thank omg !!!! 6 overall pick ,1st defense player picked Coach Fisher picked @realpacman24 form westside of Atlanta ga #wvu !!! No Cap , 15 years later I’m about to hang it up !!! GOD IS SO AMAZING","9,296 likes",/BwsU7OklZyB/,0,realpacman24
532,532,APRIL 19,"Happy Friday @blancobrown it’s your time !!! You’ll go check my boi out , He’s Cold 🥶!! I told you’ll first ...","11,570",/Bwcza_TFDi7/,0,realpacman24
533,533,APRIL 14,"Happy Sunday , no matter what I never lose Value !!! Hello world","18,840",/BwPbkoHFXGQ/,0,realpacman24
534,534,APRIL 11,Fly high h600d !!!! @nipseyhussle ♿️♿️♿️♿️♿️♿️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,"3,568 likes",/BwIw0Y7FBnS/,0,realpacman24
535,535,MARCH 31,"Dam cuz , lost for words just had talk to you @nipseyhussle , praying for you and the family !!!! H600D","6,032 likes",/BvsZL5ilXbq/,0,realpacman24
536,536,MARCH 24,Omg my feet was killing me after the first two days !!!!! Thank you @Disney we had a great time !!!,"17,081",/BvZVBBVlT7b/,0,realpacman24
537,537,MARCH 23,"GOD is so great , just watch lol !!! #TEAMNIYAH !!! Proud Dad","3,774 likes",/BvXJVqDlZ66/,0,realpacman24
538,538,MARCH 21,Lmao 18 years old tbt WVU,"12,870 likes",/BvR2GUCFe9c/,0,realpacman24
539,539,MARCH 9,"All I’m say , she just getting started! 1st meet! Her drive through the roof! Proud father! 1st place 200 mm !!! Second in the 100mm !!! Just the beginning #zoomZ","27,028",/BuzkR5tlhT6/,0,realpacman24
540,540,FEBRUARY 24,Bet you can’t do this lol the man is a PRO lmao 😱😱😱🤬,"1,089 likes",/BuShrxMFk62/,0,realpacman24
541,541,FEBRUARY 22,@juicedupkt WAAAAAAAVY JUICE ft @therealwoopwoop  OUT NOW go run it up 🌊🌊🌊🌊🌊🌊🌊🌊 🎥 @directedbyghost yes sir,"7,508",/BuMSvLrFf0R/,0,realpacman24
542,542,FEBRUARY 22,Happy birthday to my savage lol Niyah daddy love you to the moon and back enjoy your day with my card 👊🏼😂😂😂😂😂😂 Best Kids in world !! Happy to be your father,"3,295 likes",/BuMFt9xl78Z/,0,realpacman24
543,543,FEBRUARY 21,"My baby turn 13 tomorrow, Niyah I love you with all my heart !!! Happy Birthday baby , and great work today and remember , “There are no limits to what you can accomplish, except the limits you place on your own thinking.” ~ 🙏 @proforcesp thanks","38,399",/BuKgoTDFN1D/,0,realpacman24
544,544,16 HOURS AGO,Real Dad’s rock their Father’s Day gifts as soon as they receive them....Stunting on y’all with my Shades & my bracelets & my robe....please ignore my favorite shoes with turtle feet placement. 😂😂😂😂 #HappyFathersDay #Harts .... @enikohart gets the photo cred ....P.S my mother in law bought me a power washer....it’s about to be on and popping around the house. I’m cleaning everything outside with my power washer!!!!!!,"701,117 likes",/ByzV52VFZuP/,0,kevinhart4real
545,545,17 HOURS AGO,My daughter is a jerk sometimes 😂😂😂 Gotta love her tho!!!!! #Harts #ScaredTheShitOutOfMe #PayBackWillBeAbitch,"4,899,768",/ByzLqlOlmXP/,0,kevinhart4real
546,546,1 DAY AGO,Nothing better than being a father....I love everything about it. Happy Fathers Day fellas!!!!!,"266,824 likes",/ByyGmWlFJuj/,0,kevinhart4real
547,547,1 DAY AGO,Pulled out some muscle on this beautiful Sunday....Happy Fathers Day fellas. Have a blessed one,"1,055,193 likes",/Byx12aelIiP/,0,kevinhart4real
548,548,1 DAY AGO,I got a full battery...I’m RECHARGED,"1,991,333",/Bywzl47litu/,0,kevinhart4real
550,550,2 DAYS AGO,#LiveLoveLaugh,"142,631 likes",/Byu6yBUF14r/,0,kevinhart4real
551,551,2 DAYS AGO,#StayPrayedUp,"138,898 likes",/BytxfaUFv4E/,0,kevinhart4real
552,552,2 DAYS AGO,#Harts #Thailand,"208,125 likes",/BytriRrF-ep/,0,kevinhart4real
553,553,2 DAYS AGO,Live life to the fullest and embrace every moment that God allows you to have....so thankful. Thank you for the love Thailand...this trip was unreal!!!!,"456,163 likes",/BytnD82FuZx/,0,kevinhart4real
554,554,2 DAYS AGO,Simply amazing #Harts #Thailand #LiveLoveLaugh,"152,780 likes",/Bytk5ODlMsC/,0,kevinhart4real
556,556,3 DAYS AGO,#Harts #VacaMode #Thailand #WorkHardSoYouCanPlayHarder,"473,795 likes",/ByrviTll_Xw/,0,kevinhart4real
557,557,3 DAYS AGO,#Harts #ThailandSwag,"219,834 likes",/Byq4dEOFJd3/,0,kevinhart4real
558,558,4 DAYS AGO,Yesterday was dope as hell....we went to visit @phuketelephantsanctuary ...the people there are really amazing. Good job on doing right by these animals. We left with a new perspective...thank you for making us aware.,"423,812 likes",/Byqvq4HlWbp/,0,kevinhart4real
559,559,4 DAYS AGO,Let the good times roll #VacaFunOnaBoat,"11,201,127",/ByoehMEF3bA/,0,kevinhart4real
560,560,4 DAYS AGO,Thailand Morning Vibes #HustleHart #LiveLoveLaugh .....P.S the real truth behind this picture is that I’m staring at a pack of lizards that seem to be dangerous #เมืองไทย,"361,126 likes",/ByoWZxhFj1W/,0,kevinhart4real
561,561,4 DAYS AGO,#LiveLoveLaugh,"3,429,051",/ByoO_68Ft2r/,0,kevinhart4real
562,562,5 DAYS AGO,Good times with great people....we have all grown so much...Im proud to call you all my family. Love each and every single one of you!!!! #Thailand,"330,795 likes",/Byn99b0FmjC/,0,kevinhart4real
563,563,5 DAYS AGO,What’s understood never needs to be said....Proud to call you a friend & even prouder to call you a brother @willpowerpacker .......P.S @willpowerpacker cut his knees up on the water slide at the house and nobody understands how. Shit looks bad...it’s honestly sad but whatever 😂😂😂😂,"339,779 likes",/BympzV7lH6c/,0,kevinhart4real
564,564,5 DAYS AGO,God is good!!!!! #DopePic,"318,474 likes",/Bymms7GFMPd/,0,kevinhart4real
565,565,5 DAYS AGO,Thailand vibes with my guy @justtrain,"359,692 likes",/BymMe2hlmCl/,0,kevinhart4real
566,566,5 DAYS AGO,The name is Kevin “Escobar” people 😂😂😂😂😂 #LilSwag #LiveLoveLaugh #ThailandSwag,"5,760,329",/BymBVdUlYa1/,0,kevinhart4real
568,568,5 DAYS AGO,#HartsInThailand #DopePic #LiveLoveLaugh,"364,817 likes",/BylsDAGla5j/,0,kevinhart4real
569,569,2 DAYS AGO,I bought a disposable camera :),"1,984,034 likes",/ByvtqOqgJ6M/,0,daviddobrik
570,570,5 DAYS AGO,"I am heartbroken to announce that Lorraine and I have decided to end our romantic relationship. We wish this news would have come from us first, however, we know it’s difficult for the media to resist speculation. We have tried so hard to make things work. Sometimes in life you just aren’t enough for someone; no matter what you do for them or what you try to be. Lorraine, you have been my light, my muse and my confidante. You’ve taught me not only how to love another person but how to love myself. We will continue to love and support one another while being great friends and parents to our children. I thank everyone in advance for respecting our privacy at this time.","2,192,211 likes",/Byn_ooCAIu0/,0,daviddobrik
571,571,JUNE 4,I dented natalie’s car the other day and she has no idea lol. She’s standing right across from me as I type this caption,"1,226,529 likes",/ByTdfGRgYkQ/,0,daviddobrik
572,572,MAY 26,"Felt cute, might delete later","1,883,305 likes",/Bx79Q4Bg1F4/,0,daviddobrik
573,573,MAY 18,"Last night I became my best friends stepfather by marrying his mother. So grateful for this opportunity. I’ll treat you as my own. Love you Jason, now go take out the trash it’s stinking up our living room","1,985,452 likes",/BxnGAFxlclZ/,0,daviddobrik
574,574,MAY 12,Happy Mother’s Day!! Thank you for sneaking me into America 😊,"1,454,938 likes",/BxYDyO0lQ31/,0,daviddobrik
575,575,APRIL 16,Right after this I got lost for 7 hours,"1,694,993 likes",/BwVRe4iFOwK/,0,daviddobrik
576,576,APRIL 14,I’m really glad I brought my assistant to Coachella. It made watching the shows a lot easier,"2,152,333 likes",/BwP6umAFE40/,0,daviddobrik
577,577,MARCH 23,"I JUST WON A KIDS CHOICE AWARD. ABSOLUTELY INSANE. Thank you to everyone that voted and thank you to my childhood hero, Josh Peck for hand delivering the blimp himself! So thankful to be able to do what I do and be surrounded by people who help motivate me every day. LOVE YALL","2,078,424 likes",/BvX4PZilP8l/,0,daviddobrik
578,578,MARCH 20,Prom Queen,"1,741,483 likes",/BvPbcRHFUFX/,0,daviddobrik
579,579,MARCH 10,One of us won’t stop peeing on the rug,"1,428,430 likes",/Bu2Iyi2F9J_/,0,daviddobrik
580,580,FEBRUARY 14,Happy Valentines Day from when Natalie dragged me to my first high school dance only to leave me in the cafeteria while she danced with half the high school football team,"2,380,684 likes",/Bt4TBQwFDdI/,0,daviddobrik
581,581,FEBRUARY 9,"We went to target to buy Zane a pair of pants, instead we met Dylan and bought him a car 🥳","1,342,354 likes",/BtrMcphlduW/,0,daviddobrik
582,582,JANUARY 26,Electric love,"1,830,381 likes",/BtHAnFOlat4/,0,daviddobrik
583,583,JANUARY 8,"New year, new room","1,597,306 likes",/BsY7IzdlEgL/,0,daviddobrik
584,584,JANUARY 6,Congrats to my childhood hero and his real life hero on an adorable baby boy! ❤️ Max Milo (Dobrik) Peck,"1,999,140 likes",/BsTnwHGF2u_/,0,daviddobrik
585,585,"DECEMBER 25, 2018",Merry Christmas Vardan!!,"1,341,804 likes",/Br04qtYlWd3/,0,daviddobrik
586,586,"DECEMBER 22, 2018",Christmas means nothing without family,"1,842,979 likes",/BrtE1sMl-KD/,0,daviddobrik
587,587,"DECEMBER 18, 2018",Merry Christmas to me,"1,277,199 likes",/BrjIoFslOsH/,0,daviddobrik
588,588,"DECEMBER 18, 2018","The diamond play button is sweet, but these gems are sweeter. Thanks for 10 million ❤️","1,425,879 likes",/Bri3dBGFsQx/,0,daviddobrik
589,589,"DECEMBER 11, 2018",Friends,"1,363,185 likes",/BrQuhTDl2i9/,0,daviddobrik
590,590,"DECEMBER 4, 2018",Happy birthday Natalie!! Thank you for putting up with me and picking up chipotle for me 8 times a day. You are a great assistant and an even better person to terrorize. ENJOY DA NEW RIDE,"1,517,591 likes",/Bq-m9ILF5Xf/,0,daviddobrik
591,591,"NOVEMBER 29, 2018",Basketball practice was great today! Coach Bolton even said I may get to play this year. Go wildcats!,"1,608,471 likes",/Bqxvx6NFdvB/,0,daviddobrik
592,592,"NOVEMBER 8, 2018",Trisha bought me an all Gucci outfit the other day so I’ll be wearing it everyday for the next 7 months to get her money’s worth,"1,464,088 likes",/Bp73pAUFWIA/,0,daviddobrik
593,593,"OCTOBER 28, 2018",I lost my balls last night,"993,384 likes",/Bpfl3q_F9Bp/,0,daviddobrik
594,594,10 HOURS AGO,2 down. NEXT!!!! #WWC2019 #isiphotos,"82,568 likes",/Byz8hBKDNvJ/,0,carlilloyd
598,598,MAY 31,"“Those who judge will never understand, and those who understand will never judge” 👊🏼💥","25,616 likes",/ByIdMKtj_i1/,0,carlilloyd
600,600,MAY 29,Just taking a stroll with some #alpacas 🏴󠁧󠁢󠁥󠁮󠁧󠁿🦙,"34,422 likes",/ByD0f26jgin/,0,carlilloyd
602,602,MAY 28,"“Whatever you do, do it with purpose. Being focused is not something to be ashamed of. It is something to be proud of. When you know what you are doing and have a clear vision of where you are going, you will not need to chase opportunities. Opportunities will seek you. Happiness will chase you. And, instead of being a choice, you will be the one choosing” #WWC2019Journey","29,474 likes",/ByAfSDgjLKW/,0,carlilloyd
604,604,MAY 27,NJ. You are the absolute best. Thanks for showing up on our last send off match!! Now we have work to do. ⚽️✈️🇺🇸🏆🇫🇷,"36,251 likes",/Bx9_72LjNvf/,0,carlilloyd
605,605,MAY 23,And...I’m off. World Cup 2019 here I come. Quick week of training at @universalsocceracademy with @coachgalanis. Let’s get this started!!! 👊🏼🇺🇸⚽️🏆⭐️💪🏼,"246,288",/Bx0GPbEjyVg/,0,carlilloyd
607,607,MAY 15,"“If you are not willing to learn, no one can help you. If you are determined to learn, no one can stop you.” - Zig Ziglar 👊🏼💪🏼","22,241 likes",/Bxgdnq0jqvg/,0,carlilloyd
609,609,MAY 13,I guess I’ll carry you since you yet again whipped in a cross that @malpugh got to and then passed to me. 🤣 I’ve been getting gold platter service throughout my career from you @mrapinoe. Love our chemistry and it never gets old celebrating with you assist queen 👑. Let’s keep it going! 👊🏼💪🏼💃🏼,"48,466 likes",/BxaJSljDaAS/,0,carlilloyd
611,611,MAY 11,I’ve got all I need in life! 💕👏🏼,"11,839 likes",/BxVMeEODHu_/,0,carlilloyd
615,615,MAY 8,2 3 T A K I N G O N T H E 🌎,"20,569 likes",/BxNwiogh1ah/,0,carlilloyd
617,617,MAY 2,"It’s go time. Such an honor. Can’t believe this is my 4th World Cup. The excitement is still there as it was for my 1st, 2nd and 3rd. Hard to believe how fast time goes. Hungrier than ever. Let’s do this! 🏆🇺🇸✈️","34,428 likes",/Bw-DIL2hBgv/,0,carlilloyd
619,619,4 DAYS AGO,Gloria!!! Blues Win the Stanley Cup!!! Sound On!! @stlouisblues @nhl @johnkrasinski,"1,288,440",/Byok6CynvGj/,0,msjennafischer
620,620,JUNE 9,Let’s do this! Game 6! Let’s Go Blues!! @stlouisblues @nhl #stanleycup,"146,126 likes",/Bygcu4Vn4Fk/,0,msjennafischer
621,621,JUNE 7,Soccer Mom. ⚽️ 🥅 #soccermom #fridaynight,"106,325 likes",/Bybmy6fnf2p/,0,msjennafischer
622,622,JUNE 5,"My #wcw goes out to my BFF @angelakinsey We met on the set of The Office and we’ve been best friends ever since. She’s been my rock navigating Hollywood, Motherhood and Life together. I knew she was my spirit animal when I told her I thought the best way to meet new people was just to walk up to them laughing and that's how we awkwardly met Meryl Streep. We all need a best friend who'll walk up to strangers fake laughing with us. 😉 (And a special thanks to Amy Adams for being so cool in this moment and introducing us to Meryl Streep even though I'm sure she thought we were tipsy. But no... just dorks.)","216,997 likes",/ByVhSU1nS94/,0,msjennafischer
624,624,JUNE 2,The Blues didn’t win last night but coming home and getting to bring my kids to a @stlouisblues Stanley Cup Finals game was an adventure we will never forget! And...coffee with a view of The Arch? It can’t be beat. We ❤️ you St. Louis!! (Still not a Four Seasons Ambassador. Still willing!),"113,396 likes",/ByNz-ixH0CV/,0,msjennafischer
625,625,JUNE 1,Stanley Cup! Let’s Go Blues!! @stlouisblues @nhl Game 3.,"115,072 likes",/ByMGjQDnSxC/,0,msjennafischer
626,626,MAY 29,Lets. Go. Blues. @binniner @stlouisblues @nhl @nbc #stanleycup #game2,"858,250",/ByEPSLSHkhR/,0,msjennafischer
628,628,MAY 21,"Oh boy... #Repost @sportsnet
・・・
Blues. Bruins. Battlestar Galactica. #StanleyCup","329,813 likes",/BxwMQZSnFN8/,0,msjennafischer
629,629,MAY 12,"My kids wanted to surprise me with breakfast in bed for Mother’s Day. They came to take my order. At the end, they gave me this bill. I’m dying laughing. They said “The New York Times is not always free, that’s just for Mother’s Day” 😂😂❤️❤️❤️","198,800 likes",/BxXelv-nw1N/,0,msjennafischer
630,630,MAY 11,Made this today. #sourdough Recipe by: @alchemybread,"58,850 likes",/BxVh7_KH9CJ/,0,msjennafischer
632,632,MAY 5,"Happy Sunday! This is how Sonny likes to be carried around. No joke! I pick him up, he does a backbend, and then we walk around like this. I think he needs his own Instagram. #sonnycat","441,562 likes",/BxFi4jMnz52/,0,msjennafischer
634,634,APRIL 24,Miss these ladies! My #wcw goes out to my @splittinguptogether co-stars @lindsayjprice and @getdianefarr Photo credit: @theoliverhudson #setlife,"44,431 likes",/BwpPvCiHK9x/,0,msjennafischer
635,635,APRIL 23,This is my cat eating a banana. #cat #banana,"858,245",/Bwm6lzKnoSv/,0,msjennafischer
636,636,APRIL 22,Scrolling through vacation photos and found this gem. I’m holding two lollipop sticks that my kids handed me when they couldn’t find a trash can. I carried them around for 30 mins. #hawaii #mixedprints #earthday #dontlitter,"125,953 likes",/Bwj_emdHhvV/,0,msjennafischer
637,637,APRIL 21,Happy Easter! 🐣🐰 🧺 #catinbasket,"53,462 likes",/BwhUx9VnfAB/,0,msjennafischer
638,638,APRIL 20,@stlouisblues Yes!!!!,"108,096 likes",/BwgPIEUnEiJ/,0,msjennafischer
640,640,APRIL 19,#fbf Me and Lee in Santa Fe. Sledding and snow with the kids. #springbreak #santafe,"78,987 likes",/BwcveBpnr81/,0,msjennafischer
641,641,APRIL 18,Graffiti Wall. Instagram obliged.,"110,278 likes",/BwaGSronH0x/,0,msjennafischer
642,642,APRIL 17,#wcw #partyplanningcommittee,"416,129 likes",/BwXjR4_H5B5/,0,msjennafischer
643,643,APRIL 16,Mommy/Daughter tea! With fascinators! #springbreak #fancy #tea,"106,654 likes",/BwVH75qnNk1/,0,msjennafischer
644,644,JUNE 5,The duet is named... Barbara Fett. 📷 + 🐶: @ludwiggoransson,"594,282 likes",/ByWbP-thN7C/,0,justintimberlake
645,645,MAY 20,BIG MOOD. Happy #501DAY,"2,907,753",/BxsZ6BNhVjc/,0,justintimberlake
646,646,MAY 12,"Happy Mother’s Day to my beautiful wife @JessicaBiel and all the Moms out there CRUSHING this thing called life. Jess, you are the glue that holds our family together and I’m so grateful to be your Huz... I LOVE YOU!
Every day should be Mother’s Day!!","1,163,695 likes",/BxXuwT8hiqk/,0,justintimberlake
647,647,MAY 12,"My day one 🙏 Happy Mother’s Day, I love you!","404,139 likes",/BxXuReGhwqa/,0,justintimberlake
648,648,MAY 11,"Ok, now time to celebrate...","563,443 likes",/BxWXrUjhAjR/,0,justintimberlake
649,649,MAY 11,"No Dream is too big!!! Keep chasing!!! Trust me... I’m a DOCTOR!! 🤣👨‍🎓 But, for real... THANK YOU to @berkleecollege for this incredible honor—I’m very humbled and grateful.","1,964,583 likes",/BxVvL1NBWpG/,0,justintimberlake
650,650,MAY 11,Last night with @missymisdemeanorelliott and the talented students of @berkleecollege of Music. Thank you guys for putting on a great show... so fun to see you all do your thing. 🙌🙌🙌,"465,081 likes",/BxVMe95huvr/,0,justintimberlake
651,651,MAY 8,🤙🤙,"387,174 likes",/BxNsU2Qh9l3/,0,justintimberlake
652,652,MAY 6,New group 🚨 Ballin’ Oats🥣,"409,604 likes",/BxIQ3cChyLm/,0,justintimberlake
653,653,APRIL 30,YOU ALREADY KNOW.,"7,425,274",/Bw40Ugih0rP/,0,justintimberlake
654,654,APRIL 15,You guys killed it last night 🙌,"1,033,055 likes",/BwSFyPnB5-x/,0,justintimberlake
655,655,APRIL 14,"Wow. 115 shows, wrapped. THANK YOU to every single person on and off stage who kept us running for the past year and a half... and huge thank you to all of you who came out to see us. You guys are the best fans in the world. Can’t believe it’s over 🤙#MOTWTOUR","2,019,046",/BwPmvX1hMfK/,0,justintimberlake
