,age,comment,likes/views,link,promo,user
511,JUNE 7,Awesome fan Q&A for our 1st HOBBS & SHAW preview. They LOVED our movie 👊🏾,"6,585,463",/BycCKpZFLyw/,0,therock
512,JUNE 7,"Good day’s work on set of @hbo’s BALLERS.
My director, Chloe Domont and 1st AD, Gavin reviewing our shot list while I rehearse my scene and talk to myself on the phone like a crazy person.
I am crazy, but it keeps me from going insane.
Proud of this production crew - they’re working hard to deliver.
#ballers #coast2coast #hbo
@sevenbucksprod @daleverage","1,833,565 likes",/Byb8x42l1cD/,1,therock
513,JUNE 7,"Cool news announcing Spanish thriller filmmaker, Jaume Collet-Serra as my director for DC’s BLACK ADAM.
Jaume and I have worked together for the last two years making, DISNEY’S JUNGLE CRUISE - and I’ve been very impressed with his passion, work ethic, style, vision, tone and quality.
He’s hungry to break new ground with BLACK ADAM and give the fans something very cool and special.
I raise a double tequila 🥃 welcoming Jaume and can’t wait to bring to life the world’s anti-hero in black.
#DC
#JaumeColletSerra
#BlackAdam⚡️","642,636 likes",/Bybu0VzF3Xc/,1,therock
514,JUNE 7,"When art imitates life - I like to build stuff.
Great week of production on season 5 of our HBO’s BALLERS.
Good to be back with our hard working, exceptional production crew.
They’re all focused and working hard to deliver a GREAT season with a strong tone.
Get ready.
#ballers #season5 #hbo #IBuildThings
@sevenbucksprod @daleverage","2,667,951 likes",/BybEEBAl9Mt/,1,therock
515,JUNE 5,"I’m a gentleman who eats raw coffee grounds for breakfast and he’s an asshole who drinks tea.
And that’s why we can’t be friends.
HOBBS & SHAW
AUGUST 2ND the fun begins 🌎","5,285,363",/ByWbU6XF23W/,1,therock
516,JUNE 4,"Ear tequila - spectacular results!
In just over 72hrs, our new 🎧 are 100% sold out.
THANK YOU.
I don’t claim these new, first ever true in ear headphones designed for hardcore workouts (or any product I deliver to you) - will make you jump higher, run faster, add more muscle or lose more fat.
That’s all bullshit and not my style.
But I do however, 100% guarantee that these will provide you with the FOCUS required to achieve all your goals and more.
Thanks for your patience with the restock.
Happy Training.
#EarTequila
#UnderArmour
#ProjectRock","1,003,039 likes",/BySxDp0Fbat/,1,therock
517,JUNE 3,Big success. 100% sold out 🎧🙏🏾💪🏾 #WeHandlePressure #BringIt,"9,542,735",/ByRNdnrFoNZ/,0,therock
518,JUNE 3,Love ya brother @JohnDavidWashington and see ya down the road. #ballers,"11,172,824",/ByQAaV7lW7s/,0,therock
519,1 DAY AGO,Just want to say thank you Jesus for these three kids . Made me a better man and person !!! Happy Father PAC #bestfatherintheworld #nocap love you’ll #daddylove,"8,821 likes",/Bywe_X1gSFo/,0,realpacman24
520,1 DAY AGO,🙏🙏🙏🙏🙏🙏 @endzonepizzaky the food was great thanks for having me !!!!!!,"5,432 likes",/BywF_fygQj6/,0,realpacman24
521,2 DAYS AGO,"Today is the day !!! EndZone Pizza , open today bring the kids kids and come get some to eat , wings, subs , pizza , meatball @endzonepizzaky have it all !!! Your smile is our touchdown !!!!","5,568 likes",/ByuxuWQApsl/,1,realpacman24
522,5 DAYS AGO,Thanks to city council ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️#smoke one cuz !!!!!!!,"22,453 likes",/Byn_VKrAKjT/,0,realpacman24
523,JUNE 6,Dayton oh in prayers !!!!!!!! Sometime you look at things and think it’s a joke until it hit home ...... Dayton my boi @jrodgmixx just bring 15000 waters tell me where we need to take 15000 more !!!!,"16,491 likes",/ByZCrAWAM4l/,0,realpacman24
524,MAY 30,🐐 🐐,"29,104",/ByGQnmLgSLg/,0,realpacman24
525,MAY 24,"I wasn’t just a number ,people don’t understand how much that means to a player, it meant the world to me!

Peter, my friend , my brother, we are locked in for life. We worked our ass off man. We showed the game what a powerful partnership & friendship look like! We got it done, our way! I thank you for all Schaffer!

Baby, My Tish, I hope you know how much I love you & thank God for you everyday , you’ve been my rock, my partner through all, you have kept me lifted when times got hard as hell, through every injury, every lost & victory, you have kept our family centered with peace & always with a smile when doing it all, thank you baby for your strength and unconditional love!
Mama, those genetics is a monster baby! Thank you for those strong ass legs & quick ass feet you gave me baby! You gave up your dream to have me & passed the baton to me, i hope I made you proud. I love you Mama!

Zaniyah, Triniti, & Jr, thank you for cheering Daddy on, thank you for understanding on the days Daddy couldn’t be there, you all are my world, and now it’s time for me to pass the baton & cheer you on, cause y’all up next, no cap!
To my city, Cincinnati I love you, they say home is where the heart is, you will forever have my heart. Thank you for all the love & support!

And To all my fans , I fucking love you for life! Y’all filled the stands, wrote the letters, stood in lines, cried for me & with me, celebrated & embraced the victories with me, y’all stayed down with your boy & I am forever grateful for the love.
I left my blood , sweat, & tears out on that field, and it was amazing! I hope you all enjoyed the show. Blessed , Thankful , & Content , that’s a great way to end a remarkable chapter!
Pac-Man Jones","10,830 likes",/Bx2ulAxA_sZ/,0,realpacman24
526,MAY 24,"How do I start my next chapter, well, I start by first turning the page and closing out one of the most thrilling chapters of my life. A chapter that started as just a dream from a kid from Boatrock. A dream that became a reality with the blessings of God Almighty ,hard work, the dedication to not give up and a village of prayer warriors surrounding me.
I stand tall & proud as I announce,  that this beautiful life changing ride that I have been on in the National Football League has come to an end, I’m officially hanging my cleats up, with no regrets!
How can I not be proud, 13 years in the game man, hell, I sometimes can’t believe it, but its real. I will forever be grateful for having the opportunity to do what I love for so many years, we climbed through the mud to get here , we broke barriers , we cried,  we laughed , we broke cycles , we broke records, we fell, but got the fuck back up, we lost some & double down and won the rest, we did what they said couldn’t be done, and I say we because with my family, my supporters, & my Almighty , we built this chapter of the story together.
I will forever love this game, and it’s a blessing to know the game loved me, real shit. I appreciate & thank everyone who played a role in my career. Every organization & coach I was blessed to play for, I am forever grateful for the opportunity’s & memories. My teammates , my brothers, I thank you, we had a fucking ball.  It was a honor to take the field with you all, we left our stain out there together. To every coach that played a part in molding me into the athlete that I am, you’ll never be forgotten. Coach Allen, Coach Gibby, Coach Fisher, Zim, Hugh, PG it was a honor to play for some of the best to do it.
Primetime thank you for your love & knowledge brother, Jerry Jones thank you for teaching me the business side of this game, Dave my brother you know what it is for life.
Coach Lewis &  Mr.Brown there will never be enough words to express how much love I got for you guys. Each of you, got to know the real me, you allowed me to be me , on my good days & bad, you had my back. You all showed me and my family, that love & loyalty does exist in this business ,","14,717 likes",/Bx2t5_fgG27/,0,realpacman24
527,MAY 12,Happy Mother’s Day to one of the best mama in the world happy Mother’s Day TISH,"3,289 likes",/BxXiF_0loUb/,0,realpacman24
528,MAY 12,"I just want to say thank you mama for building a savage , love you to the moon and back !!!! Jones",799 likes,/BxXhApNFhgj/,0,realpacman24
529,MAY 6,"GO FOLLOW @cutthenetevents Experience the 🔥🔥 events of Summer 19” NO 🧢. Hit me, lets change the culture💯",181 likes,/BxIKogSF_HZ/,1,realpacman24
530,MAY 1,"It’s okay to listen sometimes, CIP @nipseyhussle !! H6OD Challenges are what make life interesting and overcoming them is what makes life meaningful."" You did that","5,859 likes",/Bw7MTeXFsni/,0,realpacman24
531,APRIL 25,"This day change my life forever.... so many people to thank omg !!!! 6 overall pick ,1st defense player picked Coach Fisher picked @realpacman24 form westside of Atlanta ga #wvu !!! No Cap , 15 years later I’m about to hang it up !!! GOD IS SO AMAZING","9,296 likes",/BwsU7OklZyB/,0,realpacman24
532,APRIL 19,"Happy Friday @blancobrown it’s your time !!! You’ll go check my boi out , He’s Cold 🥶!! I told you’ll first ...","11,570",/Bwcza_TFDi7/,0,realpacman24
533,APRIL 14,"Happy Sunday , no matter what I never lose Value !!! Hello world","18,840",/BwPbkoHFXGQ/,0,realpacman24
534,APRIL 11,Fly high h600d !!!! @nipseyhussle ♿️♿️♿️♿️♿️♿️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,"3,568 likes",/BwIw0Y7FBnS/,0,realpacman24
535,MARCH 31,"Dam cuz , lost for words just had talk to you @nipseyhussle , praying for you and the family !!!! H600D","6,032 likes",/BvsZL5ilXbq/,0,realpacman24
536,MARCH 24,Omg my feet was killing me after the first two days !!!!! Thank you @Disney we had a great time !!!,"17,081",/BvZVBBVlT7b/,0,realpacman24
537,MARCH 23,"GOD is so great , just watch lol !!! #TEAMNIYAH !!! Proud Dad","3,774 likes",/BvXJVqDlZ66/,0,realpacman24
538,MARCH 21,Lmao 18 years old tbt WVU,"12,870 likes",/BvR2GUCFe9c/,0,realpacman24
539,MARCH 9,"All I’m say , she just getting started! 1st meet! Her drive through the roof! Proud father! 1st place 200 mm !!! Second in the 100mm !!! Just the beginning #zoomZ","27,028",/BuzkR5tlhT6/,0,realpacman24
540,FEBRUARY 24,Bet you can’t do this lol the man is a PRO lmao 😱😱😱🤬,"1,089 likes",/BuShrxMFk62/,0,realpacman24
541,FEBRUARY 22,@juicedupkt WAAAAAAAVY JUICE ft @therealwoopwoop  OUT NOW go run it up 🌊🌊🌊🌊🌊🌊🌊🌊 🎥 @directedbyghost yes sir,"7,508",/BuMSvLrFf0R/,0,realpacman24
542,FEBRUARY 22,Happy birthday to my savage lol Niyah daddy love you to the moon and back enjoy your day with my card 👊🏼😂😂😂😂😂😂 Best Kids in world !! Happy to be your father,"3,295 likes",/BuMFt9xl78Z/,0,realpacman24
543,FEBRUARY 21,"My baby turn 13 tomorrow, Niyah I love you with all my heart !!! Happy Birthday baby , and great work today and remember , “There are no limits to what you can accomplish, except the limits you place on your own thinking.” ~ 🙏 @proforcesp thanks","38,399",/BuKgoTDFN1D/,0,realpacman24
544,16 HOURS AGO,Real Dad’s rock their Father’s Day gifts as soon as they receive them....Stunting on y’all with my Shades & my bracelets & my robe....please ignore my favorite shoes with turtle feet placement. 😂😂😂😂 #HappyFathersDay #Harts .... @enikohart gets the photo cred ....P.S my mother in law bought me a power washer....it’s about to be on and popping around the house. I’m cleaning everything outside with my power washer!!!!!!,"701,117 likes",/ByzV52VFZuP/,0,kevinhart4real
545,17 HOURS AGO,My daughter is a jerk sometimes 😂😂😂 Gotta love her tho!!!!! #Harts #ScaredTheShitOutOfMe #PayBackWillBeAbitch,"4,899,768",/ByzLqlOlmXP/,0,kevinhart4real
546,1 DAY AGO,Nothing better than being a father....I love everything about it. Happy Fathers Day fellas!!!!!,"266,824 likes",/ByyGmWlFJuj/,0,kevinhart4real
547,1 DAY AGO,Pulled out some muscle on this beautiful Sunday....Happy Fathers Day fellas. Have a blessed one,"1,055,193 likes",/Byx12aelIiP/,0,kevinhart4real
548,1 DAY AGO,I got a full battery...I’m RECHARGED,"1,991,333",/Bywzl47litu/,0,kevinhart4real
549,2 DAYS AGO,Secret Life Of Pets 2..... #NowPlaying ....Lets gooooooooo.... #InTheatersEverywhere,"129,465 likes",/Byu7BhLlbHJ/,1,kevinhart4real
550,2 DAYS AGO,#LiveLoveLaugh,"142,631 likes",/Byu6yBUF14r/,0,kevinhart4real
551,2 DAYS AGO,#StayPrayedUp,"138,898 likes",/BytxfaUFv4E/,0,kevinhart4real
552,2 DAYS AGO,#Harts #Thailand,"208,125 likes",/BytriRrF-ep/,0,kevinhart4real
553,2 DAYS AGO,Live life to the fullest and embrace every moment that God allows you to have....so thankful. Thank you for the love Thailand...this trip was unreal!!!!,"456,163 likes",/BytnD82FuZx/,0,kevinhart4real
554,2 DAYS AGO,Simply amazing #Harts #Thailand #LiveLoveLaugh,"152,780 likes",/Bytk5ODlMsC/,0,kevinhart4real
555,3 DAYS AGO,Hart Of The City season 3,"1,799,510",/Bys_j-zlxbD/,1,kevinhart4real
556,3 DAYS AGO,#Harts #VacaMode #Thailand #WorkHardSoYouCanPlayHarder,"473,795 likes",/ByrviTll_Xw/,0,kevinhart4real
557,3 DAYS AGO,#Harts #ThailandSwag,"219,834 likes",/Byq4dEOFJd3/,0,kevinhart4real
558,4 DAYS AGO,Yesterday was dope as hell....we went to visit @phuketelephantsanctuary ...the people there are really amazing. Good job on doing right by these animals. We left with a new perspective...thank you for making us aware.,"423,812 likes",/Byqvq4HlWbp/,0,kevinhart4real
559,4 DAYS AGO,Let the good times roll #VacaFunOnaBoat,"11,201,127",/ByoehMEF3bA/,0,kevinhart4real
560,4 DAYS AGO,Thailand Morning Vibes #HustleHart #LiveLoveLaugh .....P.S the real truth behind this picture is that I’m staring at a pack of lizards that seem to be dangerous #เมืองไทย,"361,126 likes",/ByoWZxhFj1W/,0,kevinhart4real
561,4 DAYS AGO,#LiveLoveLaugh,"3,429,051",/ByoO_68Ft2r/,0,kevinhart4real
562,5 DAYS AGO,Good times with great people....we have all grown so much...Im proud to call you all my family. Love each and every single one of you!!!! #Thailand,"330,795 likes",/Byn99b0FmjC/,0,kevinhart4real
563,5 DAYS AGO,What’s understood never needs to be said....Proud to call you a friend & even prouder to call you a brother @willpowerpacker .......P.S @willpowerpacker cut his knees up on the water slide at the house and nobody understands how. Shit looks bad...it’s honestly sad but whatever 😂😂😂😂,"339,779 likes",/BympzV7lH6c/,0,kevinhart4real
564,5 DAYS AGO,God is good!!!!! #DopePic,"318,474 likes",/Bymms7GFMPd/,0,kevinhart4real
565,5 DAYS AGO,Thailand vibes with my guy @justtrain,"359,692 likes",/BymMe2hlmCl/,0,kevinhart4real
566,5 DAYS AGO,The name is Kevin “Escobar” people 😂😂😂😂😂 #LilSwag #LiveLoveLaugh #ThailandSwag,"5,760,329",/BymBVdUlYa1/,0,kevinhart4real
567,5 DAYS AGO,#1 movie in box offices people!!!!!! Go see what all of the hype is about....Secret Life Of Pets 2 is sooooooo goooooooood!!!!! Go see it..... #NowPlaying,"173,640 likes",/Byluq_Uln5v/,1,kevinhart4real
568,5 DAYS AGO,#HartsInThailand #DopePic #LiveLoveLaugh,"364,817 likes",/BylsDAGla5j/,0,kevinhart4real
569,2 DAYS AGO,I bought a disposable camera :),"1,984,034 likes",/ByvtqOqgJ6M/,0,daviddobrik
570,5 DAYS AGO,"I am heartbroken to announce that Lorraine and I have decided to end our romantic relationship. We wish this news would have come from us first, however, we know it’s difficult for the media to resist speculation. We have tried so hard to make things work. Sometimes in life you just aren’t enough for someone; no matter what you do for them or what you try to be. Lorraine, you have been my light, my muse and my confidante. You’ve taught me not only how to love another person but how to love myself. We will continue to love and support one another while being great friends and parents to our children. I thank everyone in advance for respecting our privacy at this time.","2,192,211 likes",/Byn_ooCAIu0/,0,daviddobrik
571,JUNE 4,I dented natalie’s car the other day and she has no idea lol. She’s standing right across from me as I type this caption,"1,226,529 likes",/ByTdfGRgYkQ/,0,daviddobrik
572,MAY 26,"Felt cute, might delete later","1,883,305 likes",/Bx79Q4Bg1F4/,0,daviddobrik
573,MAY 18,"Last night I became my best friends stepfather by marrying his mother. So grateful for this opportunity. I’ll treat you as my own. Love you Jason, now go take out the trash it’s stinking up our living room","1,985,452 likes",/BxnGAFxlclZ/,0,daviddobrik
574,MAY 12,Happy Mother’s Day!! Thank you for sneaking me into America 😊,"1,454,938 likes",/BxYDyO0lQ31/,0,daviddobrik
575,APRIL 16,Right after this I got lost for 7 hours,"1,694,993 likes",/BwVRe4iFOwK/,0,daviddobrik
576,APRIL 14,I’m really glad I brought my assistant to Coachella. It made watching the shows a lot easier,"2,152,333 likes",/BwP6umAFE40/,0,daviddobrik
577,MARCH 23,"I JUST WON A KIDS CHOICE AWARD. ABSOLUTELY INSANE. Thank you to everyone that voted and thank you to my childhood hero, Josh Peck for hand delivering the blimp himself! So thankful to be able to do what I do and be surrounded by people who help motivate me every day. LOVE YALL","2,078,424 likes",/BvX4PZilP8l/,0,daviddobrik
578,MARCH 20,Prom Queen,"1,741,483 likes",/BvPbcRHFUFX/,0,daviddobrik
579,MARCH 10,One of us won’t stop peeing on the rug,"1,428,430 likes",/Bu2Iyi2F9J_/,0,daviddobrik
580,FEBRUARY 14,Happy Valentines Day from when Natalie dragged me to my first high school dance only to leave me in the cafeteria while she danced with half the high school football team,"2,380,684 likes",/Bt4TBQwFDdI/,0,daviddobrik
581,FEBRUARY 9,"We went to target to buy Zane a pair of pants, instead we met Dylan and bought him a car 🥳","1,342,354 likes",/BtrMcphlduW/,0,daviddobrik
582,JANUARY 26,Electric love,"1,830,381 likes",/BtHAnFOlat4/,0,daviddobrik
583,JANUARY 8,"New year, new room","1,597,306 likes",/BsY7IzdlEgL/,0,daviddobrik
584,JANUARY 6,Congrats to my childhood hero and his real life hero on an adorable baby boy! ❤️ Max Milo (Dobrik) Peck,"1,999,140 likes",/BsTnwHGF2u_/,0,daviddobrik
585,"DECEMBER 25, 2018",Merry Christmas Vardan!!,"1,341,804 likes",/Br04qtYlWd3/,0,daviddobrik
586,"DECEMBER 22, 2018",Christmas means nothing without family,"1,842,979 likes",/BrtE1sMl-KD/,0,daviddobrik
587,"DECEMBER 18, 2018",Merry Christmas to me,"1,277,199 likes",/BrjIoFslOsH/,0,daviddobrik
588,"DECEMBER 18, 2018","The diamond play button is sweet, but these gems are sweeter. Thanks for 10 million ❤️","1,425,879 likes",/Bri3dBGFsQx/,0,daviddobrik
589,"DECEMBER 11, 2018",Friends,"1,363,185 likes",/BrQuhTDl2i9/,0,daviddobrik
590,"DECEMBER 4, 2018",Happy birthday Natalie!! Thank you for putting up with me and picking up chipotle for me 8 times a day. You are a great assistant and an even better person to terrorize. ENJOY DA NEW RIDE,"1,517,591 likes",/Bq-m9ILF5Xf/,0,daviddobrik
591,"NOVEMBER 29, 2018",Basketball practice was great today! Coach Bolton even said I may get to play this year. Go wildcats!,"1,608,471 likes",/Bqxvx6NFdvB/,0,daviddobrik
592,"NOVEMBER 8, 2018",Trisha bought me an all Gucci outfit the other day so I’ll be wearing it everyday for the next 7 months to get her money’s worth,"1,464,088 likes",/Bp73pAUFWIA/,0,daviddobrik
593,"OCTOBER 28, 2018",I lost my balls last night,"993,384 likes",/Bpfl3q_F9Bp/,0,daviddobrik
594,10 HOURS AGO,2 down. NEXT!!!! #WWC2019 #isiphotos,"82,568 likes",/Byz8hBKDNvJ/,0,carlilloyd
595,JUNE 8,So excited the World Cup has kicked off!! Don’t forget to order your own Lloyd 10 🇺🇸 shirt. Link in bio https://cl10merchandise.myshopify.com/products/carli-lloyd-2019-world-cup-shirt 🆑🔟⚽️🏆,"43,191 likes",/Bydr0G2jAOH/,1,carlilloyd
596,JUNE 7,"4th World Cup. My story.

As I enter my 4th World Cup and reflect briefly on my journey, I could not have made it this far without my close family and friends as well as others who have supported me from day 1. It has not been an easy journey by any means but it’s taught me a lot. It’s taught me to fight and never give up. I’ve become a better wife, friend, sibling and person and eventually will instill those values in our future kids.
To my husband you have been my world. You have always believed in me. You have never complained once and have always encouraged me to best player and person I can be. I can’t thank you enough for all of your support through the ups and downs. I love you more than anything in the world and know you will be with me every step of the way.

Thank you to my family, my friends and ones who have been there from the start. I don’t often say it enough but you are part of this amazing journey. You are the ones I am playing for to end this last chapter. I love you all.","121,781",/ByaN9dWDzkA/,1,carlilloyd
597,JUNE 6,"What does #BecauseSheCan mean to me? It means never settling, always pushing forward, and blazing a path for the next generation of female leaders. Tell me your #BecauseSheCan story and learn more at healthyessentials.com/mls-us-soccer-partnership","68,160",/ByXnBrGDAQd/,1,carlilloyd
598,MAY 31,"“Those who judge will never understand, and those who understand will never judge” 👊🏼💥","25,616 likes",/ByIdMKtj_i1/,0,carlilloyd
599,MAY 30,"Male athletes, female athletes ... we're one in the same. Presented by @visa_us. Full video on @playerstribune #ad","54,059",/ByGOYYbD-M_/,1,carlilloyd
600,MAY 29,Just taking a stroll with some #alpacas 🏴󠁧󠁢󠁥󠁮󠁧󠁿🦙,"34,422 likes",/ByD0f26jgin/,0,carlilloyd
601,MAY 29,"I’m so excited to announce my partnership with @yolkedfortetropin ! I’m proud to represent a brand that is committed to delivering cutting edge products made with safe, all-natural ingredients that help improve strength, speed and recovery. #GetYolked #YolkedPartner","12,470 likes",/ByDP_agD5Uh/,1,carlilloyd
602,MAY 28,"“Whatever you do, do it with purpose. Being focused is not something to be ashamed of. It is something to be proud of. When you know what you are doing and have a clear vision of where you are going, you will not need to chase opportunities. Opportunities will seek you. Happiness will chase you. And, instead of being a choice, you will be the one choosing” #WWC2019Journey","29,474 likes",/ByAfSDgjLKW/,0,carlilloyd
603,MAY 27,"New goal celebration, who dis? 🤑#HuluHasLiveSports #TeamHuluSellouts #ad #boom","134,139",/Bx-MbY-jlbz/,1,carlilloyd
604,MAY 27,NJ. You are the absolute best. Thanks for showing up on our last send off match!! Now we have work to do. ⚽️✈️🇺🇸🏆🇫🇷,"36,251 likes",/Bx9_72LjNvf/,0,carlilloyd
605,MAY 23,And...I’m off. World Cup 2019 here I come. Quick week of training at @universalsocceracademy with @coachgalanis. Let’s get this started!!! 👊🏼🇺🇸⚽️🏆⭐️💪🏼,"246,288",/Bx0GPbEjyVg/,0,carlilloyd
606,MAY 21,"🚨NEW T-SHIRT HAS DROPPED 🚨
Going for a 4th ⭐️ in 🇫🇷 this summer. ⚽️🆑🔟 #france #Worldcup2019
LINK IN BIO 👇🏼
https://cl10merchandise.myshopify.com/products/carli-lloyd-2019-world-cup-shirt","25,165 likes",/BxvuPdLj1uF/,1,carlilloyd
607,MAY 15,"“If you are not willing to learn, no one can help you. If you are determined to learn, no one can stop you.” - Zig Ziglar 👊🏼💪🏼","22,241 likes",/Bxgdnq0jqvg/,0,carlilloyd
608,MAY 15,"I’m selling out for a cause with @hulu and you can too. Say ‘Hulu has live sports’ while juggling, add #HuluHasLiveSportsChallenge, and tag a friend! Hulu will donate $1 to the @NWSL_players for every post, up to $100k. You’re up @nicklachey @jennfredfox29 @davidvilla ! #HuluSellouts #ad","155,867",/BxfobezDGKl/,1,carlilloyd
609,MAY 13,I guess I’ll carry you since you yet again whipped in a cross that @malpugh got to and then passed to me. 🤣 I’ve been getting gold platter service throughout my career from you @mrapinoe. Love our chemistry and it never gets old celebrating with you assist queen 👑. Let’s keep it going! 👊🏼💪🏼💃🏼,"48,466 likes",/BxaJSljDaAS/,0,carlilloyd
610,MAY 12,Dream with us #justdoit 🔈: SOUND ON,"64,599",/BxXcG6TjX8A/,1,carlilloyd
611,MAY 11,I’ve got all I need in life! 💕👏🏼,"11,839 likes",/BxVMeEODHu_/,0,carlilloyd
612,MAY 10,Hulu's paying us lots and lots and lots of dollars to tell you that #HuluHasLiveSports. Watch us in the World Cup this summer - live on @hulu! #TeamHuluSellouts #HuluSellouts #ad 💵💵💵,"16,497 likes",/BxS_T6DDrmg/,1,carlilloyd
613,MAY 10,"Soccer has taught me more life lessons than I can count. Most importantly, it has taught me that I can achieve anything I set my mind to…Because I Can. For the next generation of female leaders – what is your #BecauseSheCan dream?","6,301 likes",/BxScLIxBxxJ/,1,carlilloyd
614,MAY 9,Having a dream won't change the world. Sharing one will. #justdoit,"30,828 likes",/BxPwibKB0UP/,1,carlilloyd
615,MAY 8,2 3 T A K I N G O N T H E 🌎,"20,569 likes",/BxNwiogh1ah/,0,carlilloyd
616,MAY 3,Last night at home with my husband before ✈️ tomorrow and we are celebrating the team announcement heading to 🇫🇷 with a @purastill! Let’s go 🇺🇸 🏆⚽️ #21+ #purastillpartner,"130,142",/BxBFUWfhDzP/,1,carlilloyd
617,MAY 2,"It’s go time. Such an honor. Can’t believe this is my 4th World Cup. The excitement is still there as it was for my 1st, 2nd and 3rd. Hard to believe how fast time goes. Hungrier than ever. Let’s do this! 🏆🇺🇸✈️","34,428 likes",/Bw-DIL2hBgv/,0,carlilloyd
618,APRIL 30,"As of today, I bleed red, white, blue, and GREEN. Because @hulu is paying me to 💵 #HuluHasLiveSports #TeamHuluSellouts #HuluSellouts #ad #obviously","191,229",/Bw5EpHsh1q0/,1,carlilloyd
619,4 DAYS AGO,Gloria!!! Blues Win the Stanley Cup!!! Sound On!! @stlouisblues @nhl @johnkrasinski,"1,288,440",/Byok6CynvGj/,0,msjennafischer
620,JUNE 9,Let’s do this! Game 6! Let’s Go Blues!! @stlouisblues @nhl #stanleycup,"146,126 likes",/Bygcu4Vn4Fk/,0,msjennafischer
621,JUNE 7,Soccer Mom. ⚽️ 🥅 #soccermom #fridaynight,"106,325 likes",/Bybmy6fnf2p/,0,msjennafischer
622,JUNE 5,"My #wcw goes out to my BFF @angelakinsey We met on the set of The Office and we’ve been best friends ever since. She’s been my rock navigating Hollywood, Motherhood and Life together. I knew she was my spirit animal when I told her I thought the best way to meet new people was just to walk up to them laughing and that's how we awkwardly met Meryl Streep. We all need a best friend who'll walk up to strangers fake laughing with us. 😉 (And a special thanks to Amy Adams for being so cool in this moment and introducing us to Meryl Streep even though I'm sure she thought we were tipsy. But no... just dorks.)","216,997 likes",/ByVhSU1nS94/,0,msjennafischer
623,JUNE 3,"Me and #sonnycat are big believers in helping #rescuecats find their forever homes. (That’s how we found each other!) This is why we are teaming up with @worldsbestcatlitter and posing for this photo…we want the world to know we #Giveacrap. Comment below with #Giveacrap and @worldsbestcatlitter will donate 1 pound of cat litter to hardworking shelters as part of their 2019 #GiveLitter campaign. Let’s get some litter to those shelters people! Share and comment! Thank you! (Btw, on a separate note, this cat litter is awesome. And, I legit needed three band-aids after this photo shoot. Cat claws are no joke.) #sponsored","217,723 likes",/ByQMSgdnuXc/,1,msjennafischer
624,JUNE 2,The Blues didn’t win last night but coming home and getting to bring my kids to a @stlouisblues Stanley Cup Finals game was an adventure we will never forget! And...coffee with a view of The Arch? It can’t be beat. We ❤️ you St. Louis!! (Still not a Four Seasons Ambassador. Still willing!),"113,396 likes",/ByNz-ixH0CV/,0,msjennafischer
625,JUNE 1,Stanley Cup! Let’s Go Blues!! @stlouisblues @nhl Game 3.,"115,072 likes",/ByMGjQDnSxC/,0,msjennafischer
626,MAY 29,Lets. Go. Blues. @binniner @stlouisblues @nhl @nbc #stanleycup #game2,"858,250",/ByEPSLSHkhR/,0,msjennafischer
627,MAY 23,"Memorial Day Weekend is almost here, and the BBQ is fired up! #ad I’m ready for my guests to arrive. Mixed up some ‘Merica Mules using @SmirnoffUS Red, White & Berry 😉🇺🇸This bottle only comes around once a year, so what are you waiting for?! Join me!! Link to recipe in my bio #MDW #RedWhiteandBerry","255,108 likes",/Bx0ERxqHPg2/,1,msjennafischer
628,MAY 21,"Oh boy... #Repost @sportsnet
・・・
Blues. Bruins. Battlestar Galactica. #StanleyCup","329,813 likes",/BxwMQZSnFN8/,0,msjennafischer
629,MAY 12,"My kids wanted to surprise me with breakfast in bed for Mother’s Day. They came to take my order. At the end, they gave me this bill. I’m dying laughing. They said “The New York Times is not always free, that’s just for Mother’s Day” 😂😂❤️❤️❤️","198,800 likes",/BxXelv-nw1N/,0,msjennafischer
630,MAY 11,Made this today. #sourdough Recipe by: @alchemybread,"58,850 likes",/BxVh7_KH9CJ/,0,msjennafischer
631,MAY 7,"Pasadena Pancakes or Westport Waffles? Either way, Lena may have found the perfect look @jcpenney #ad","293,073",/BxKs1-ZnIUC/,1,msjennafischer
632,MAY 5,"Happy Sunday! This is how Sonny likes to be carried around. No joke! I pick him up, he does a backbend, and then we walk around like this. I think he needs his own Instagram. #sonnycat","441,562 likes",/BxFi4jMnz52/,0,msjennafischer
633,APRIL 26,"Guess who is in @people today! Our cat Sonny!!! After seeing this rascal on my Instagram they invited us to do a photo shoot for their Most Beautiful issue on newsstands today! (Crazy enough, this is not my first time appearing in People Magazine with a cat! My first cat, Andy, and I were in it many years ago...swipe to see.) Link to article about Sonny’s rescue story in bio! #crazycatlover makeup: @tamah_krinsky hair: @carlitos_hair styling: @mollyddickson photography: @mrmikerosenthal","385,625 likes",/BwuY_omn6ga/,1,msjennafischer
634,APRIL 24,Miss these ladies! My #wcw goes out to my @splittinguptogether co-stars @lindsayjprice and @getdianefarr Photo credit: @theoliverhudson #setlife,"44,431 likes",/BwpPvCiHK9x/,0,msjennafischer
635,APRIL 23,This is my cat eating a banana. #cat #banana,"858,245",/Bwm6lzKnoSv/,0,msjennafischer
